Application ID,Submission Date,Agent,Product,Monthly Commission,Theater,Region,SubRegion,r,p_1,p_2,p_3
0066000001SnOX3,42734.33333,Mignon Mcdevitt,MS,5,Americas,USA,Mountain,0,0,0.081318042,0
0066000000TEipc,42737.375,Sadie Read,MS,86.48,Americas,Canada,Canada,0,0.220471573,0.215575451,0.192023447
00660000018KJcU,42849.29167,Wilma Rudolph,PDP,5,Americas,Canada,Canada,0,0,0.081318042,0
0066000000g3PQ3,42855.29167,Tressa Kennamer,MA,537.624,Asia Pacific,AUS/NZ,AUS/NZ,0,0.023045772,0.011522886,0.015730535
0066000001SnWg2,42735.33333,Mary Lou Retton,MA,155,Americas,USA,Southwest,0,0,0,0
0066000001aOEit,42977.29167,Grace Hawley,MS,5,Americas,USA,Southeast,0,0.0391304,0.042825829,0.033835422
0066000000QqZth,42093.29167,Tom Brady,IFP,44.591,Americas,USA,Southwest,0,0.359772304,0.352565977,0.002989616
00660000012Mvmh,42766.33333,Frederick Saul,MA,29.8893,Asia Pacific,Thailand,Thailand,0,0.044220496,0.048460596,0.027299422
0066000001MGYsW,42794.33333,Stephenie Mcelligott,MS,5,Americas,USA,Central,0,0,0.048460596,0
0066000001aNjXK,42745.33333,Livia Twine,MS,5,Asia Pacific,Malaysia,Malaysia,1,0.281559258,0.282648876,0.159714523
0066000001EcwIC,42766.33333,Kym Rothermel,MA,46.77165,Americas,USA,Southeast,1,0.285772007,0,0.119856709
0066000001MHiah,42978.29167,Randa Stoneham,PDP,5,Asia Pacific,Singapore,Singapore,0,0,0,0
0066000001EaeV6,42733.33333,Tressa Kennamer,MA,55,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0,0
0066000001MFAoc,42734.33333,Serita Silberman,IFP,164.2968,Americas,USA,Northwest,1,0.285392623,0.290761115,0.189468458
0066000001aOqEY,42794.33333,Fredricka Liu,MS,5,Americas,USA,Northwest,0,0,0,0
0066000001Ea04z,42886.29167,Stephenie Mcelligott,MA,45,Americas,Latin America,Latin America,0,0,0,0
0066000000mqmhU,42991.29167,Delinda Loving,MA,155,EMEA,Northern Europe,Northern Europe,0,0,0,0
0066000001EaeVG,42794.33333,Tressa Kennamer,MA,55,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0.006808498,0
0066000001MGSDM,42794.33333,Randa Stoneham,PDP,255.281,Americas,USA,Northwest,0,7.99E-05,3.99E-05,6.31E-05
0066000001Ec2VF,42755.33333,Tressa Kennamer,MA,255,EMEA,France,France,0,0.038902463,0.035956277,0.020661861
0066000001aOWtX,42776.33333,Marco Dunavant,MA,55,EMEA,Western Europe,Western Europe,0,0.072944204,0.089353249,0.056207443
0066000000ZbHNS,42734.33333,Holly Mescher,MA,122.16856,Americas,USA,Southeast,0,0.034494992,0.03232583,0.024448602
0066000001SnYnn,42910.29167,Tamar Boatner,MA,225.56652,Americas,USA,Southeast,0,0.001961576,0.000980788,0.001614213
0066000001EaeVp,42731.33333,Randa Stoneham,MA,58.6575,Asia Pacific,AUS/NZ,AUS/NZ,0,0.053260766,0.056028346,0.047563555
0066000001MEGDl,42727.33333,Mia Hamm,PDP,9.576,Americas,USA,Southwest,1,0.455334462,0.183001693,0.107282293
0066000001MHia8,42855.29167,Tressa Kennamer,IFP,1581.9512,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0.007963576,0
0066000000s7Vej,42717.33333,Ronda Rousey,MA,5,Americas,USA,Southwest,0,0,0.183001693,0
00660000018Ik77,42794.33333,Kym Rothermel,MA,62.442,Americas,Latin America,Latin America,0,0.006843085,0.016627295,0.005196918
0066000000RPI1K,42842.29167,Frederick Saul,IFP,75.264,Americas,USA,Central,0,0.032386755,0.032628039,0.021677046
0066000000mpRZB,42766.33333,Mary Lou Retton,MA,95,Americas,USA,Southwest,0,0,0.000600424,0
0066000000wdC9v,42734.33333,Tom Brady,MA,645.96,Americas,USA,Southwest,0,0.178318975,0.170635599,0.095466996
0066000001MFzfW,42886.29167,Marco Dunavant,MA,55,Asia Pacific,China,China,0,0.037962938,0.040696355,0.028610704
0066000000s7VeK,42694.33333,Livia Twine,IFP,73.722,Asia Pacific,Malaysia,Malaysia,0,0.00695105,0.003947396,0.00349798
0066000000mpRZa,42855.29167,Tom Brady,MA,155,Americas,USA,Southwest,0,0.022160698,0.023576356,0.01500884
0066000001aOsy1,42704.33333,Elizbeth Kidney,MA,5,Americas,USA,Southeast,0,0,0.040696355,0
0066000000WjRUt,42886.29167,Marco Dunavant,IFP,156.4596,Asia Pacific,China,China,0,0.003805709,0.002027442,0.002391084
0066000001SpgG3,42794.33333,Allegra Eakle,MA,5,Americas,USA,Southeast,0,0,0.040696355,0
0066000001aNo7e,42840.29167,Frederick Saul,MS,612.91,Americas,USA,Central,0,0.028814355,0.014407177,0.019065611
0066000001aO2Kl,43431.33333,Tom Brady,MS,5,Americas,USA,Southwest,0,0.011474837,0.009478575,0.007285454
0066000001aOyN7,42794.33333,Sadie Read,IFP,5,Americas,Canada,Canada,0,0,0.014407177,0
0066000000j9ytd,42947.29167,Serita Silberman,IFP,355,EMEA,Western Europe,Western Europe,0,0.020131381,0.020820621,0.014918184
00660000018IBGs,42733.33333,Marcie Siegel,MA,97.122,Asia Pacific,Hong Kong & Taiwan,Hong Kong & Taiwan,0,0.122947268,0.11856967,0.075230915
0066000000g0LYH,42774.33333,Tressa Kennamer,MA,85,EMEA,France,France,0,0,0.007245558,0
0066000000ZZsFg,42762.33333,Tom Brady,MS,272.996,Americas,USA,Southwest,0,0.142908965,0.071454482,0.091296774
0066000001MET5K,42825.29167,Frederick Saul,MS,38.1918,Asia Pacific,Thailand,Thailand,0,0.03568592,0.037584909,0.026881488
0066000001EbbPZ,42787.33333,Darin Pellegren,MA,22.53345,EMEA,Central Europe,Central Europe,0,0,0.071454482,0
0066000000Wm1DF,42563.29167,Kerri Walsh,PDP,5,Americas,USA,Southwest,0,0,0,0
0066000001MEnDF,42882.29167,Emilio Luczynski,MA,155,Asia Pacific,China,China,0,0,0,0
0066000001EcXjU,42735.33333,Mia Hamm,MS,155.7688,Americas,Canada,Canada,0,0.168449825,0.166292454,0.089252803
0066000000mrmW9,42766.33333,Tressa Kennamer,MA,455,EMEA,France,France,0,0,0,0
0066000001EbWF6,42961.29167,Donte Kiser,MS,5,Americas,USA,Northeast,1,0.034155347,0,0.023493806
0066000001aOVkY,42886.29167,Boris Leverett,MS,5,Americas,USA,Northeast,0,0,0,0
0066000001EapmZ,42778.33333,Mathilde Butkovich,DT,125,EMEA,Middle East,Middle East,0,0,0,0
00660000012M49x,42886.29167,Marco Dunavant,MA,119.31665,Asia Pacific,China,China,0,0,0,0
0066000001aOBOd,42844.29167,Tressa Kennamer,MA,255,EMEA,France,France,0,0.010102368,0.015897731,0.005817777
0066000001MH9GB,42962.29167,Tressa Kennamer,MA,1555,EMEA,France,France,0,0,0,0
0066000001Eaa47,42886.29167,Serita Silberman,IFP,89.96475,Americas,USA,Northwest,0,0,0.00805974,0
0066000001Smk3M,42794.33333,Kandi Citizen,MS,16.47182,Americas,USA,Central,0,0.156749745,0.18805751,0.086785173
0066000000mpGdk,42791.33333,Danica Patrick,MA,151.95525,Americas,USA,Southwest,0,0.004527171,0,0.003192141
0066000001MHhFp,42733.33333,Cary Westmoreland,DT,52.866,EMEA,Central Europe,Central Europe,0,0.058811991,0.06107487,0.043425437
0066000001Ec77K,42734.33333,Wilma Rudolph,MA,5,Americas,USA,Southwest,0,0,0.000672059,0
0066000001MHhFf,42716.33333,Tom Brady,MA,155,Americas,USA,Southwest,0,0,0,0
0066000001MEBBI,42847.29167,Tamar Boatner,MS,38.6792,Americas,USA,Southeast,0,0.096683654,0.097375653,0.053860673
00660000018IR2G,42788.33333,Joetta Lafromboise,MA,155,Americas,Canada,Canada,0,0.157462587,0.147593417,0.097950856
0066000001SoMLZ,42807.29167,Randa Stoneham,MA,49.256,Americas,USA,Northwest,0,0.00281658,0.009357013,0.001644837
0066000001aO8P1,42978.29167,Donte Kiser,IFP,5,Americas,USA,Northwest,0,0,0,0
00660000018IIR5,42674.29167,Tom Brady,MS,5,Americas,USA,Southwest,0,0,0.18805751,0
0066000001aN71I,42734.33333,Carmon Swenson,MS,124,Americas,USA,Southeast,0,0.146412562,0.152490639,0.114944229
0066000001SneEK,42766.33333,Marco Dunavant,MA,155,EMEA,Western Europe,Western Europe,0,0.048851191,0.053223327,0.034837302
0066000001MFlgV,42759.33333,Randa Stoneham,MA,45.558,Asia Pacific,AUS/NZ,AUS/NZ,0,0.024382546,0.025255966,0.013428758
0066000001SqPBK,43038.29167,Marco Dunavant,MS,55,Asia Pacific,China,China,0,0,0.006280799,0
0066000001L7nwU,42851.29167,Mozelle Archambault,MA,125,Americas,USA,Northeast,0,0.03672055,0.033682874,0.020956882
0066000001SqIrQ,42794.33333,Mia Hamm,MS,5,Americas,Canada,Canada,0,0.009246138,0.011500447,0.00675808
0066000001EbTgz,42720.33333,Kandi Citizen,MA,237.6244,Americas,USA,Central,0,0.267640906,0.133820453,0.143454928
0066000001Sob5N,42825.29167,Noma Keller,MA,855,EMEA,Northern Europe,Northern Europe,0,0.093647792,0.046823896,0.062717367
0066000000mrmWO,42794.33333,Ted Williams,MA,81.4158,Americas,USA,Southwest,0,0.10391665,0.110580545,0.091611323
0066000001MEB97,42794.33333,Xavier Mangold,IFP,44.9475,EMEA,Central Europe,Central Europe,0,0.11802952,0.125941547,0.085348307
0066000001aPGyu,42794.33333,Livia Twine,MS,5,Asia Pacific,Malaysia,Malaysia,0,0.011223623,0.01286011,0.009352123
0066000000WkJRH,42824.29167,Allegra Eakle,MS,5,Americas,USA,Southeast,0,0,0,0
0066000001SoGSc,42744.33333,Lorene Ebeling,MA,5,Asia Pacific,China,China,0,0,0.01286011,0
00660000012NBz2,42788.33333,Allegra Eakle,PDP,91.7745,Asia Pacific,Japan,Japan,0,0.025390917,0.030883661,0.017669292
0066000000s72kj,42746.33333,Cary Westmoreland,MS,147.5235,EMEA,Central Europe,Central Europe,0,0.013760118,0.018925583,0.008614075
0066000000OPpW7,42063.33333,Tom Brady,MS,5,Americas,USA,Southwest,0,0.037208776,0.039216023,0.022358688
0066000001SoGSw,42825.29167,Frederick Saul,IFP,49.355,Asia Pacific,Thailand,Thailand,1,0.039076082,0,0.033712112
0066000000TEoCQ,42794.33333,Mignon Mcdevitt,MS,5,Americas,USA,Mountain,0,8.98E-05,9.90E-05,6.61E-05
0066000000S22xs,42613.29167,Tressa Kennamer,PDP,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0.00976557,0
0066000001aOqYb,42748.33333,Mozelle Archambault,MS,61.3815,Americas,USA,Northeast,0,0.314570811,0.317102748,0.173914411
0066000001aMlYy,42735.33333,Tressa Kennamer,MS,8.244,Asia Pacific,AUS/NZ,AUS/NZ,0,0.301672591,0.311369487,0.15468749
0066000001aOfWJ,42704.33333,Mary Lou Retton,IFP,5,Americas,USA,Southwest,0,0,9.90E-05,0
0066000001MFmos,42738.375,Noma Keller,MS,347.1928,Asia Pacific,AUS/NZ,AUS/NZ,0,0.070559796,0.035279898,0.052285004
0066000001aP14r,42886.29167,Mia Hamm,MS,1284.15144,Americas,Canada,Canada,0,0,0,0
0066000000s72kK,42344.33333,Frederick Saul,MA,155.3432,Asia Pacific,Thailand,Thailand,0,0.032229398,0.038428552,0.028079043
0066000001ME6yT,42718.33333,Mia Hamm,PDP,7.623,Americas,USA,Southwest,1,0.373887978,0.060831968,0.116691572
0066000001aO1Z7,42886.29167,Serena Williams,IFP,5,EMEA,France,France,0,0,0.003169738,0
0066000001aOx4C,42762.33333,Allegra Eakle,MA,32.715,Asia Pacific,Japan,Japan,1,0.285284382,0,0.1503724
0066000001aO6je,42794.33333,Ulysses Veitch,PDP,5,Americas,USA,Central,0,0,3.66E-05,0
0066000001Ecuau,42916.29167,Tamar Boatner,PDP,5,Americas,USA,Southeast,0,0,0,0
0066000001MEqwG,42788.33333,Tressa Kennamer,MA,255,EMEA,France,France,0,0.180461959,0.09023098,0.277173147
0066000001EbSGd,42851.29167,Donte Kiser,IFP,5,Americas,USA,Northeast,0,0,0,0
0066000001SpouX,42732.33333,Emilio Luczynski,MS,33.66859,Asia Pacific,China,China,0,0.068122511,0.080246815,0.054806209
0066000001Sqcx3,42794.33333,Phyliss Works,MS,5,Americas,USA,Central,0,0,0.005368729,0
0066000001Ebu6Y,42794.33333,Marcell Rosamond,MA,327.2935,EMEA,Central Europe,Central Europe,0,0.002416334,0.011173666,0.001573675
0066000001MErcV,42734.33333,Evelia Biondi,DT,226.28,Americas,USA,Mountain,1,0.273855454,0.636927727,0.150929671
0066000000UpelI,42855.29167,Tamar Boatner,MA,122.89368,Americas,USA,Southeast,0,0,0.005941853,0
0066000000dywHO,42762.33333,Danica Patrick,MA,146.44,Americas,USA,Southwest,0,0.071365077,0.07678479,0.044431661
0066000001MG37E,42704.33333,Tom Brady,MA,5,Americas,USA,Southwest,0,0,0.636927727,0
0066000001Spi28,42794.33333,Serita Silberman,IFP,175.8788,Americas,USA,Northwest,0,0.270027028,0.260543801,0.138541176
0066000001MEo2j,42855.29167,Frances Rasnake,MS,55,EMEA,Italy,Italy,0,0.035436002,0.029236569,0.019655105
0066000001MEljI,42795.33333,Genevieve Childress,MA,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0.636927727,0
0066000001aObcn,42703.33333,Sadie Read,MA,424.99756,Americas,Canada,Canada,1,0.493740296,0.746870148,0.427581458
00660000018L0Tc,42795.33333,Noma Keller,MS,155,Asia Pacific,AUS/NZ,AUS/NZ,0,0.037682112,0.036982951,0.031008825
0066000001Spgb1,42855.29167,Tamar Boatner,MA,5,Americas,Canada,Canada,0,0.001775284,0,0.001008651
0066000001SnKf5,42825.29167,Raeann Uriarte,PDP,158.553,Americas,Latin America,Latin America,0,0.02236131,0.031889862,0.015018321
0066000001Eb4go,42709.33333,Stephenie Mcelligott,MA,68.88,Americas,Latin America,Latin America,0,0,0,0
0066000000dzz7q,42766.33333,Serena Williams,MA,72.4958,EMEA,France,France,0,0.052243368,0.057006731,0.029402454
0066000001aMvRF,42794.33333,Merlene Lassen,MA,5,Americas,Canada,Canada,0,0.068551534,0.070715428,0.05443819
0066000000S1UV9,42876.29167,Livia Twine,MA,45,Asia Pacific,Malaysia,Malaysia,0,0,0,0
0066000001SqCS9,42766.33333,Mignon Mcdevitt,MS,5.64,Americas,USA,Mountain,0,0.253267411,0.245572192,0.166605486
0066000001MHaVT,42956.29167,Delinda Loving,MS,95,EMEA,Northern Europe,Northern Europe,0,0,0,0
0066000001aP7SX,42854.29167,Rachal Holle,MS,251.7655,EMEA,Northern Europe,Northern Europe,0,0.099977284,0.049988642,0.065249705
0066000000wa2Ie,42855.29167,Frederick Saul,DT,69.5264,Asia Pacific,Thailand,Thailand,0,0.030962099,0.029274612,0.027073138
0066000000wa2Ij,42794.33333,Frederick Saul,MA,92.3242,Asia Pacific,Thailand,Thailand,1,0.194518487,0.19827748,0.106569472
0066000000dzjYs,42886.29167,Mignon Mcdevitt,MA,128.466,Americas,USA,Mountain,0,0.048272771,0.051502371,0.040817782
0066000000g21UB,42780.33333,Delinda Loving,MS,55,EMEA,Northern Europe,Northern Europe,0,0,0,0
00660000012MMwA,42794.33333,Serita Silberman,MS,155,EMEA,Western Europe,Western Europe,0,0.041163683,0.043273378,0.035697123
0066000001MEKrz,42794.33333,Stephenie Mcelligott,PDP,5,Americas,USA,Central,0,0,0.049988642,0
0066000001MGJVb,42767.33333,Randa Stoneham,MS,119.62512,Asia Pacific,AUS/NZ,AUS/NZ,0,0.168350296,0.164771792,0.12495155
0066000001EaheC,42774.33333,Stephenie Mcelligott,PDP,5,Americas,USA,Central,0,0.044658198,0.054673475,0.038203149
0066000000waZDm,42674.29167,Tom Brady,IFP,5,Americas,USA,Southwest,0,0,0.003800369,0
0066000000j88Zx,42886.29167,Joetta Lafromboise,MA,48.9228,Americas,Canada,Canada,0,0.036338967,0.0417384,0.018842513
0066000001MFuIL,42794.33333,Tom Brady,MS,5,Americas,USA,Southwest,0,0.001885109,0,0.00129433
0066000001EaJzh,42737.375,Lyn Freeberg,MS,517.397,EMEA,Middle East,Middle East,0,0.048052434,0.043888657,0.035778634
0066000001SoLHP,42762.33333,Tom Brady,MS,5,Americas,USA,Southwest,0,0.011093945,0.013706237,0.009870636
0066000000sACv5,42794.33333,Edwina Fortson,MS,5,Americas,USA,Southeast,0,0,0.006867786,0
0066000001EcCxh,42741.375,Boris Leverett,IFP,17.9754,Americas,USA,Northeast,0,0.332625724,0.362074616,0.130937037
0066000000s8C9K,42735.33333,Tom Brady,MA,5,Americas,USA,Southwest,0,0,0.00219117,0
0066000000PFI8f,43983.29167,Tressa Kennamer,MA,85,Asia Pacific,AUS/NZ,AUS/NZ,0,0.016384907,0.015434185,0.012856417
0066000001SoivM,42849.29167,Marco Dunavant,MA,155,EMEA,Western Europe,Western Europe,0,0.034020891,0.025733039,0.029609722
0066000001MDxKE,42762.33333,Phyliss Works,MS,275,Americas,USA,Central,0,0.126774373,0.063387186,0.091140948
0066000001MFH1o,42738.375,Merlene Lassen,IFP,5,Americas,Canada,Canada,0,0.039346298,0.048401812,0.033415196
0066000001aN7Le,42884.29167,Cary Westmoreland,MS,154.286,EMEA,Central Europe,Central Europe,0,0,0,0
0066000001EblSZ,42794.33333,Mignon Mcdevitt,PDP,5,Americas,USA,Mountain,0,0,0.008561568,0
0066000000wZben,42766.33333,Mary Lou Retton,MA,155,Americas,USA,Southwest,0,0.0370049,0.041613962,0.019828301
0066000001SnQpF,42794.33333,Nicolette Wadkins,MA,5,Americas,USA,Southeast,0,0,0.063387186,0
0066000000j8sCv,42727.33333,Frederick Saul,MA,123.978,Americas,USA,Central,0,0.015076965,0.019063748,0.009735428
0066000000walnr,42855.29167,Frances Rasnake,MA,95,EMEA,Italy,Italy,0,0,0,0
0066000001aNQsV,42855.29167,Frederick Saul,IFP,154.363,Asia Pacific,Thailand,Thailand,0,0,0.000629183,0
00660000018K5Cb,42613.29167,Tom Brady,MA,5,Americas,USA,Southwest,0,0,0.063387186,0
0066000001EcTdt,42855.29167,Frederick Saul,MA,5,Asia Pacific,Thailand,Thailand,0,0,0,0
0066000001SngfA,42762.33333,Tressa Kennamer,MA,55,EMEA,France,France,0,0.06926985,0.068456108,0.058808946
0066000001SqPa2,42766.33333,Raeann Uriarte,MA,5,Americas,Latin America,Latin America,0,0,0.001166434,0
0066000000s7rQz,42766.33333,Tom Brady,MA,166.4575,Americas,USA,Southwest,0,0.030983743,0.028755015,0.024306551
0066000001MExOp,42712.33333,Cathrine Guyette,IFP,3493.7392,EMEA,Central Europe,Central Europe,0,0.174375831,0.087187916,0.123630486
0066000001EbTDo,42753.33333,Randa Stoneham,MS,98.88875,Americas,USA,Northwest,0,0.052531788,0.051036389,0.039095732
0066000001SotUN,42953.29167,Rachal Holle,MS,45,EMEA,Northern Europe,Northern Europe,0,0.005903777,0.006796576,0.003181123
0066000000wZUxQ,42794.33333,Fredricka Liu,IFP,181.585,Americas,USA,Northwest,0,0.008404687,0.015827078,0.007118893
0066000001aOiST,42794.33333,Joetta Lafromboise,MS,5,Americas,Canada,Canada,0,0,0.006796576,0
0066000001SqOaV,43546.29167,Mia Hamm,PDP,5,Americas,USA,Southwest,0,0.082716517,0.089206122,0.070760036
0066000001aPQKP,42872.29167,Tressa Kennamer,MA,2555,EMEA,France,France,0,0.009954906,0.005277686,0.006158096
0066000001SnM3A,42777.33333,Frederick Saul,MS,138.183,Americas,USA,Central,0,0.036825329,0.037584593,0.030734357
0066000000wdEr9,42855.29167,Tressa Kennamer,IFP,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0,0
0066000001SnWz9,42794.33333,Marcell Rosamond,MA,157.94746,EMEA,Central Europe,Central Europe,0,0.006229973,0.000901591,0.003794586
0066000001aPQKF,42807.29167,Carmon Swenson,MS,143.212,Americas,USA,Southeast,0,0.04567174,0.051869293,0.033859555
0066000001MFk82,42785.33333,Marco Dunavant,MA,155,EMEA,Western Europe,Western Europe,0,0.040984624,0.041369042,0.036170333
0066000001aNho1,42794.33333,Deborah Landis,MA,5,Americas,USA,Northwest,0,0.006483936,0.007172513,0.003665838
0066000001Spgam,42865.29167,Wilma Rudolph,MS,255,Americas,Canada,Canada,0,0.014639082,0.019348998,0.012692597
0066000000j9wwo,42762.33333,Donte Kiser,MA,85,Americas,USA,Northwest,0,0.052477016,0.044625287,0.028201214
0066000001SoeRb,42766.33333,Mia Hamm,MA,5,Americas,Canada,Canada,0,0.021107489,0.022162272,0.014821579
0066000001aOEBP,42766.33333,Nicolette Wadkins,MS,5,Americas,USA,Southeast,0,0,0.008292995,0
00660000012Nk1P,42785.33333,Frances Rasnake,IFP,51.79152,EMEA,Italy,Italy,0,0.196281057,0.18670404,0.110921494
0066000000S1Inb,41988.33333,Genevieve Childress,MS,155,Asia Pacific,AUS/NZ,AUS/NZ,0,0.05073301,0.04718336,0.043068788
0066000001MGyGE,42734.33333,Livia Twine,MA,95,Asia Pacific,Malaysia,Malaysia,0,0.143472002,0.147361649,0.111248505
00660000018IFdE,43022.29167,Emilio Luczynski,MA,155,Asia Pacific,China,China,0,0,0.000444362,0
0066000000wcreY,42795.33333,Genevieve Childress,MA,55,Asia Pacific,AUS/NZ,AUS/NZ,0,0.046295645,0.053580885,0.040833495
0066000001Ed68L,42766.33333,Frederick Saul,IFP,59.7411,Asia Pacific,Thailand,Thailand,0,0.025376104,0.02262844,0.019628474
0066000001MEBaw,42723.33333,Boris Leverett,MS,6.4125,Americas,USA,Northeast,0,0.304847983,0.309914763,0.215490056
00660000012L0F9,42794.33333,Edwina Fortson,MS,63.5482,Americas,USA,Southeast,0,0.008174739,0.00196669,0.006790469
0066000001MFk8o,42780.33333,Marco Dunavant,MA,55,EMEA,Western Europe,Western Europe,0,0.060882426,0.061133215,0.050435094
00660000018JIaG,42777.33333,Noma Keller,MS,128.346,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0,0
0066000001Eavbo,42794.33333,Kym Rothermel,MS,5,Americas,USA,Southeast,0,0,0.022162272,0
0066000000ZbAAy,42766.33333,Tom Brady,MA,85.18224,Americas,USA,Southwest,0,0.179907377,0.173225881,0.042931822
0066000001aNPHo,42712.33333,Deborah Landis,MA,236.315,Americas,USA,Northwest,1,0.337624641,0.66881232,0.298494783
0066000001MEZqO,42794.33333,Tamar Boatner,PDP,5,Americas,Canada,Canada,0,0,0.66881232,0
00660000018KdF5,42713.33333,Kandi Citizen,PDP,64.56746,Americas,USA,Central,1,0.517604149,0.514122591,0.325459431
00660000018HMA3,42855.29167,Stephenie Mcelligott,MA,5,Americas,Latin America,Latin America,0,0,0.66881232,0
0066000001MG2ou,42911.29167,Tamar Boatner,MA,5,Americas,USA,Southeast,0,0,0.66881232,0
0066000001MG61o,42916.29167,Tamar Boatner,MA,5,Americas,Canada,Canada,0,0,0.001896768,0
0066000000S1w3T,42734.33333,Carmon Swenson,MA,57.93,Americas,USA,Southeast,1,0.163626171,0.165521953,0.100527534
0066000000waxAZ,42794.33333,Tom Brady,MA,155,Americas,USA,Southwest,0,0.058884716,0.05234934,0.044449254
0066000001aOF15,42723.33333,Frederick Saul,MS,5,Americas,USA,Northwest,0,0.180461959,0.189169039,0.145147163
0066000001aOnOB,42725.33333,Noma Keller,MS,8.64,Asia Pacific,AUS/NZ,AUS/NZ,1,0.29023098,0.283147755,0.150597506
0066000000mrpN7,42703.33333,Evelia Biondi,PDP,5,Americas,USA,Mountain,0,0,0.66881232,0
0066000001MEsfX,42791.33333,Noma Keller,MA,73,EMEA,Northern Europe,Northern Europe,0,0.038456845,0.044075445,0.031771241
0066000001aO1gh,42886.29167,Serena Williams,IFP,55,EMEA,France,France,0,0,0.004518256,0
0066000000g23XO,42766.33333,Tom Brady,MA,129.419,Americas,USA,Southwest,0,0.063621791,0.061808822,0.051455277
0066000001Spa0S,42851.29167,Allegra Eakle,MA,5,Americas,USA,Southeast,0,0,0.002842338,0
0066000000waxAy,42734.33333,Tressa Kennamer,MA,55,EMEA,France,France,0,0,0,0
0066000000waxAj,42766.33333,Tressa Kennamer,MA,62.26432,EMEA,France,France,1,0.032357437,0.026029656,0.128697754
0066000001aN7k3,43069.33333,Tom Brady,MS,5,Americas,USA,Southwest,0,0,0,0
0066000001SnhfH,42755.33333,Kym Rothermel,MA,5,Americas,USA,Southeast,0,0,0.001765561,0
0066000000mrZqW,42996.29167,Emilio Luczynski,MA,98.8418,Asia Pacific,China,China,0,0.00976902,0.00092967,0.007514664
0066000000g3A8Q,42794.33333,Delinda Loving,MA,25,EMEA,Northern Europe,Northern Europe,0,0,0.004341055,0
0066000001MEj6b,42780.33333,Randa Stoneham,MS,158.12,Americas,USA,Northwest,0,0.299610377,0.306326507,0.221742607
